date,humidity,pressure,tempC,winddirDegree,windspeedKmph
01-01-2015,74,1010,22,166,10
02-01-2015,72,1013,22,154,10
03-01-2015,75,1014,21,147,9
04-01-2015,71,1014,22,99,9
05-01-2015,69,1014,22,91,11
06-01-2015,65,1014,22,73,8
07-01-2015,62,1014,22,135,7
08-01-2015,60,1014,22,132,6
09-01-2015,65,1015,21,73,9
10-01-2015,48,1016,20,52,12
11-01-2015,42,1016,18,62,12
12-01-2015,51,1016,18,65,11
13-01-2015,51,1015,19,77,9
14-01-2015,54,1015,19,97,8
15-01-2015,57,1015,19,88,10
16-01-2015,65,1015,21,87,11
17-01-2015,62,1015,21,88,11
18-01-2015,57,1015,21,90,11
19-01-2015,60,1015,21,103,14
20-01-2015,64,1017,21,115,11
21-01-2015,64,1018,20,99,13
22-01-2015,58,1018,21,102,10
23-01-2015,68,1015,21,108,14
24-01-2015,71,1016,21,104,14
25-01-2015,60,1016,22,100,15
26-01-2015,62,1016,20,106,16
27-01-2015,67,1015,20,105,15
28-01-2015,68,1013,21,107,13
29-01-2015,68,1014,22,92,12
30-01-2015,64,1016,22,95,13
31-01-2015,55,1016,22,89,16
01-02-2015,60,1016,21,94,13
02-02-2015,65,1017,20,101,17
03-02-2015,63,1019,20,93,16
04-02-2015,58,1018,20,93,14
05-02-2015,50,1016,21,95,14
06-02-2015,47,1016,22,106,14
07-02-2015,53,1015,21,106,13
08-02-2015,49,1014,22,99,12
09-02-2015,54,1015,21,104,16
10-02-2015,56,1016,20,98,14
11-02-2015,54,1015,21,83,11
12-02-2015,56,1014,22,69,11
13-02-2015,48,1014,23,65,10
14-02-2015,42,1013,24,72,10
15-02-2015,40,1013,24,101,11
16-02-2015,43,1014,23,100,11
17-02-2015,39,1014,23,86,10
18-02-2015,40,1013,23,113,10
19-02-2015,42,1013,23,136,11
20-02-2015,45,1013,23,105,15
21-02-2015,42,1014,22,90,17
22-02-2015,40,1014,23,90,16
23-02-2015,31,1015,22,93,16
24-02-2015,29,1013,22,101,14
25-02-2015,32,1012,23,101,8
26-02-2015,40,1011,24,164,8
27-02-2015,49,1011,25,211,9
28-02-2015,68,1011,24,149,11
01-03-2015,69,1011,24,160,14
02-03-2015,69,1013,24,170,8
03-03-2015,67,1013,24,177,6
04-03-2015,65,1012,24,175,8
05-03-2015,63,1013,25,121,10
06-03-2015,64,1014,25,101,9
07-03-2015,64,1014,24,123,9
08-03-2015,62,1015,24,121,15
09-03-2015,60,1016,24,114,14
10-03-2015,68,1014,22,104,12
11-03-2015,47,1012,25,128,12
12-03-2015,52,1012,25,124,11
13-03-2015,55,1012,25,126,10
14-03-2015,54,1012,26,128,11
15-03-2015,56,1012,25,135,10
16-03-2015,54,1012,25,132,10
17-03-2015,50,1012,26,122,10
18-03-2015,46,1012,26,120,11
19-03-2015,38,1012,26,111,15
20-03-2015,36,1014,26,108,15
21-03-2015,33,1015,26,107,15
22-03-2015,30,1013,27,113,13
23-03-2015,34,1012,28,107,11
24-03-2015,40,1010,28,119,13
25-03-2015,44,1011,27,125,15
26-03-2015,45,1013,27,107,14
27-03-2015,44,1014,26,100,14
28-03-2015,44,1013,26,110,12
29-03-2015,48,1011,26,114,12
30-03-2015,45,1011,26,125,12
31-03-2015,54,1012,27,131,10
01-04-2015,57,1011,27,129,10
02-04-2015,50,1010,28,173,9
03-04-2015,48,1009,28,248,7
04-04-2015,40,1007,29,103,9
05-04-2015,43,1007,29,184,9
06-04-2015,50,1008,28,170,8
07-04-2015,51,1009,28,141,9
08-04-2015,51,1010,28,155,12
09-04-2015,54,1011,28,147,11
10-04-2015,49,1011,28,131,10
11-04-2015,47,1012,28,175,5
12-04-2015,58,1013,26,120,8
13-04-2015,44,1009,28,141,9
14-04-2015,47,1009,28,155,9
15-04-2015,48,1009,28,169,8
16-04-2015,56,1013,26,107,8
17-04-2015,52,1012,26,161,7
18-04-2015,52,1009,26,112,8
19-04-2015,50,1009,27,106,12
20-04-2015,55,1011,27,118,11
21-04-2015,58,1011,27,142,13
22-04-2015,55,1010,28,192,7
23-04-2015,58,1010,28,193,9
24-04-2015,53,1011,28,210,8
25-04-2015,56,1011,27,205,7
26-04-2015,55,1011,27,120,9
27-04-2015,57,1012,26,133,11
28-04-2015,52,1009,28,200,8
29-04-2015,51,1011,28,197,9
30-04-2015,49,1011,28,191,9
01-05-2015,46,1010,29,181,9
02-05-2015,52,1010,28,224,9
03-05-2015,53,1010,28,254,5
04-05-2015,51,1010,28,132,10
05-05-2015,55,1009,27,135,8
06-05-2015,54,1009,28,183,9
07-05-2015,57,1010,28,178,6
08-05-2015,51,1009,29,159,8
09-05-2015,47,1007,29,192,9
10-05-2015,48,1008,29,161,9
11-05-2015,53,1010,27,152,9
12-05-2015,51,1010,27,82,9
13-05-2015,75,1009,23,117,11
14-05-2015,70,1010,25,97,10
15-05-2015,71,1009,26,131,8
16-05-2015,76,1009,25,168,7
17-05-2015,73,1007,26,291,7
18-05-2015,69,1008,27,277,10
19-05-2015,68,1008,27,251,13
20-05-2015,56,1009,28,256,12
21-05-2015,65,1009,28,252,18
22-05-2015,66,1009,28,253,17
23-05-2015,64,1009,27,264,18
24-05-2015,62,1009,28,263,17
25-05-2015,53,1009,28,273,16
26-05-2015,51,1009,28,260,15
27-05-2015,59,1008,28,247,17
28-05-2015,57,1007,28,271,14
29-05-2015,64,1007,27,252,12
30-05-2015,52,1008,29,224,10
31-05-2015,61,1007,28,251,14
01-06-2015,65,1007,27,237,11
02-06-2015,69,1009,26,274,11
03-06-2015,64,1007,27,236,8
04-06-2015,70,1008,26,205,7
05-06-2015,66,1009,26,237,8
06-06-2015,62,1008,27,231,10
07-06-2015,61,1008,27,235,13
08-06-2015,60,1008,26,236,14
09-06-2015,69,1009,25,257,16
10-06-2015,64,1008,26,263,14
11-06-2015,64,1008,26,253,14
12-06-2015,69,1009,25,260,13
13-06-2015,73,1008,25,251,18
14-06-2015,71,1008,24,271,20
15-06-2015,65,1008,25,273,20
16-06-2015,73,1007,23,274,22
17-06-2015,72,1006,24,267,26
18-06-2015,77,1006,22,266,24
19-06-2015,78,1006,22,264,27
20-06-2015,76,1005,23,257,29
21-06-2015,74,1006,23,249,30
22-06-2015,70,1007,24,252,29
23-06-2015,69,1008,25,245,27
24-06-2015,69,1009,24,244,26
25-06-2015,67,1008,25,253,28
26-06-2015,68,1008,25,262,28
27-06-2015,63,1008,26,265,29
28-06-2015,64,1010,26,268,22
29-06-2015,68,1011,25,263,18
30-06-2015,67,1011,25,262,17
01-07-2015,63,1011,26,263,18
02-07-2015,63,1011,25,275,17
03-07-2015,67,1011,25,275,17
04-07-2015,65,1011,25,285,19
05-07-2015,60,1009,26,285,20
06-07-2015,59,1009,25,274,23
07-07-2015,59,1008,25,267,23
08-07-2015,61,1009,26,270,24
09-07-2015,62,1009,26,274,24
10-07-2015,67,1008,25,269,24
11-07-2015,61,1008,25,269,25
12-07-2015,62,1009,26,276,19
13-07-2015,65,1008,26,284,15
14-07-2015,66,1007,26,274,14
15-07-2015,70,1006,25,279,17
16-07-2015,70,1005,25,268,20
17-07-2015,67,1006,25,263,25
18-07-2015,69,1007,25,264,24
19-07-2015,70,1008,24,269,29
20-07-2015,71,1007,24,268,24
21-07-2015,70,1007,24,265,19
22-07-2015,71,1008,24,258,17
23-07-2015,74,1009,24,248,18
24-07-2015,74,1010,24,252,20
25-07-2015,70,1010,24,261,20
26-07-2015,70,1010,24,256,19
27-07-2015,73,1011,24,270,18
28-07-2015,70,1011,24,262,15
29-07-2015,64,1011,25,269,15
30-07-2015,64,1010,25,284,15
31-07-2015,69,1010,25,285,15
01-08-2015,76,1011,24,287,16
02-08-2015,76,1011,23,275,15
03-08-2015,77,1010,24,278,18
04-08-2015,72,1009,24,264,19
05-08-2015,69,1009,24,263,22
06-08-2015,68,1008,24,270,23
07-08-2015,69,1008,24,270,21
08-08-2015,69,1008,25,271,20
09-08-2015,72,1006,24,272,21
10-08-2015,73,1006,25,274,19
11-08-2015,72,1008,25,271,20
12-08-2015,75,1009,24,265,21
13-08-2015,73,1008,24,266,18
14-08-2015,73,1009,24,271,17
15-08-2015,70,1010,25,286,14
16-08-2015,73,1011,25,300,13
17-08-2015,75,1009,25,239,8
18-08-2015,71,1009,25,143,8
19-08-2015,74,1010,25,178,10
20-08-2015,78,1011,25,245,10
21-08-2015,78,1011,25,262,13
22-08-2015,81,1010,24,290,14
23-08-2015,77,1010,23,282,16
24-08-2015,75,1011,23,291,15
25-08-2015,74,1010,24,295,14
26-08-2015,75,1009,23,284,16
27-08-2015,87,1009,22,266,14
28-08-2015,73,1009,23,267,16
29-08-2015,72,1009,24,267,13
30-08-2015,70,1010,25,273,13
31-08-2015,69,1011,25,289,13
01-09-2015,80,1009,23,251,13
02-09-2015,63,1009,26,250,9
03-09-2015,72,1010,25,213,6
04-09-2015,73,1012,25,208,7
05-09-2015,78,1009,24,264,14
06-09-2015,79,1010,23,264,14
07-09-2015,87,1012,21,242,10
08-09-2015,86,1012,22,252,13
09-09-2015,82,1011,23,256,14
10-09-2015,80,1011,23,265,13
11-09-2015,79,1011,23,274,14
12-09-2015,75,1011,23,260,15
13-09-2015,76,1011,23,269,16
14-09-2015,78,1010,23,262,20
15-09-2015,86,1009,21,260,21
16-09-2015,80,1009,22,269,23
17-09-2015,80,1009,23,267,14
18-09-2015,79,1009,23,266,14
19-09-2015,79,1009,23,264,13
20-09-2015,80,1009,23,266,12
21-09-2015,71,1009,23,233,9
22-09-2015,68,1010,25,208,6
23-09-2015,74,1011,25,151,6
24-09-2015,76,1010,25,153,6
25-09-2015,73,1009,25,209,6
26-09-2015,74,1010,25,319,8
27-09-2015,78,1010,24,191,7
28-09-2015,77,1009,24,130,8
29-09-2015,78,1009,24,103,9
30-09-2015,80,1011,23,112,11
01-10-2015,82,1012,23,123,10
02-10-2015,80,1013,24,257,10
03-10-2015,79,1013,23,283,11
04-10-2015,89,1013,23,291,12
05-10-2015,92,1012,22,242,10
06-10-2015,79,1010,22,243,10
07-10-2015,77,1011,23,236,9
08-10-2015,80,1011,23,241,13
09-10-2015,81,1011,23,241,12
10-10-2015,76,1012,23,241,11
11-10-2015,79,1013,24,236,6
12-10-2015,68,1014,24,95,9
13-10-2015,63,1013,23,104,9
14-10-2015,57,1014,23,101,10
15-10-2015,60,1013,23,95,8
16-10-2015,65,1013,24,84,9
17-10-2015,73,1014,23,87,11
18-10-2015,72,1014,24,87,11
19-10-2015,71,1014,24,83,10
20-10-2015,72,1012,24,94,10
21-10-2015,74,1012,23,100,10
22-10-2015,61,1013,23,70,11
23-10-2015,51,1012,24,52,9
24-10-2015,66,1011,24,114,10
25-10-2015,69,1013,23,103,12
26-10-2015,76,1014,22,80,12
27-10-2015,68,1014,22,56,11
28-10-2015,75,1013,23,95,10
29-10-2015,75,1012,23,95,10
30-10-2015,77,1012,23,66,12
31-10-2015,77,1011,23,84,10
01-11-2015,83,1012,23,116,11
02-11-2015,86,1014,22,211,5
03-11-2015,90,1014,21,185,3
04-11-2015,83,1013,22,112,7
05-11-2015,76,1013,23,68,10
06-11-2015,77,1012,23,59,11
07-11-2015,75,1013,23,70,12
08-11-2015,78,1013,22,44,16
09-11-2015,92,1010,20,234,23
10-11-2015,96,1009,19,292,22
11-11-2015,96,1012,20,72,14
12-11-2015,87,1014,22,71,12
13-11-2015,77,1015,21,44,12
14-11-2015,72,1013,20,52,13
15-11-2015,88,1012,19,33,15
16-11-2015,94,1011,19,34,17
17-11-2015,93,1011,18,164,12
18-11-2015,91,1012,20,30,12
19-11-2015,89,1012,21,76,13
20-11-2015,88,1012,22,104,15
21-11-2015,83,1013,22,91,14
22-11-2015,87,1013,22,87,17
23-11-2015,89,1014,22,96,14
24-11-2015,79,1014,22,94,13
25-11-2015,72,1014,20,87,11
26-11-2015,81,1014,21,86,9
27-11-2015,73,1012,21,87,9
28-11-2015,67,1014,20,70,10
29-11-2015,88,1015,20,85,12
30-11-2015,86,1015,21,87,13
01-12-2015,88,1014,21,65,12
02-12-2015,92,1014,20,74,13
03-12-2015,83,1014,21,57,13
04-12-2015,74,1014,22,58,16
05-12-2015,76,1014,21,67,16
06-12-2015,78,1014,21,77,17
07-12-2015,81,1015,21,65,12
08-12-2015,67,1015,21,80,12
09-12-2015,83,1015,21,97,15
10-12-2015,84,1015,22,107,14
11-12-2015,82,1013,22,128,10
12-12-2015,76,1012,22,107,9
13-12-2015,77,1013,23,112,8
14-12-2015,78,1014,23,116,7
15-12-2015,83,1013,22,125,9
16-12-2015,74,1014,21,121,9
17-12-2015,74,1014,20,119,11
18-12-2015,74,1015,20,85,12
19-12-2015,73,1015,20,75,11
20-12-2015,74,1015,20,88,10
21-12-2015,66,1016,21,112,9
22-12-2015,62,1017,21,102,11
23-12-2015,70,1017,20,111,10
24-12-2015,67,1016,21,98,10
25-12-2015,70,1016,21,78,13
26-12-2015,74,1017,20,74,14
27-12-2015,80,1018,20,75,13
28-12-2015,67,1018,21,88,12
29-12-2015,70,1013,20,89,11
30-12-2015,60,1016,20,88,13
31-12-2015,60,1017,20,90,15
01-01-2016,65,1019,19,78,14
02-01-2016,54,1019,20,79,12
03-01-2016,54,1017,20,86,12
04-01-2016,66,1014,21,81,10
05-01-2016,51,1016,21,99,12
06-01-2016,65,1016,21,80,9
07-01-2016,66,1017,21,101,12
08-01-2016,62,1017,20,76,10
09-01-2016,50,1016,20,82,11
10-01-2016,54,1016,20,101,11
11-01-2016,50,1016,20,98,11
12-01-2016,53,1015,20,77,10
13-01-2016,52,1014,20,90,9
14-01-2016,53,1014,20,93,10
15-01-2016,61,1013,20,95,11
16-01-2016,58,1013,22,159,8
17-01-2016,58,1012,22,155,10
18-01-2016,63,1012,22,122,9
19-01-2016,74,1013,21,123,6
20-01-2016,82,1014,22,95,7
21-01-2016,74,1014,22,98,8
22-01-2016,77,1015,21,107,14
23-01-2016,79,1016,21,94,15
24-01-2016,78,1016,21,106,14
25-01-2016,68,1015,23,116,10
26-01-2016,66,1014,23,104,8
27-01-2016,61,1014,23,101,8
28-01-2016,53,1014,23,94,9
29-01-2016,52,1015,23,97,10
30-01-2016,55,1016,22,99,13
31-01-2016,46,1015,22,97,12
01-02-2016,38,1015,22,88,12
02-02-2016,35,1016,22,90,11
03-02-2016,38,1015,22,96,12
04-02-2016,43,1015,22,105,12
05-02-2016,49,1014,22,109,11
06-02-2016,56,1013,23,130,11
07-02-2016,57,1014,24,201,6
08-02-2016,60,1013,24,104,12
09-02-2016,52,1013,24,104,10
10-02-2016,45,1013,25,138,7
11-02-2016,41,1012,25,158,8
12-02-2016,46,1013,25,148,8
13-02-2016,49,1013,25,133,8
14-02-2016,47,1013,24,103,15
15-02-2016,57,1014,23,120,15
16-02-2016,59,1015,23,112,14
17-02-2016,54,1015,23,103,18
18-02-2016,60,1015,23,110,17
19-02-2016,49,1016,24,110,14
20-02-2016,53,1015,25,95,10
21-02-2016,49,1014,26,115,9
22-02-2016,43,1014,27,108,11
23-02-2016,44,1013,26,127,11
24-02-2016,41,1013,25,169,7
25-02-2016,49,1013,26,159,9
26-02-2016,60,1015,25,127,14
27-02-2016,60,1016,25,124,15
28-02-2016,57,1017,25,119,14
29-02-2016,57,1016,25,101,14
01-03-2016,57,1015,24,107,13
02-03-2016,53,1015,25,106,13
03-03-2016,47,1015,25,94,14
04-03-2016,39,1014,25,90,12
05-03-2016,48,1013,25,102,13
06-03-2016,50,1012,25,113,11
07-03-2016,52,1012,25,112,12
08-03-2016,48,1012,26,118,8
09-03-2016,46,1012,26,113,9
10-03-2016,44,1013,27,118,10
11-03-2016,37,1013,27,127,7
12-03-2016,42,1012,28,169,10
13-03-2016,47,1012,28,216,9
14-03-2016,48,1012,29,174,8
15-03-2016,53,1012,28,189,9
16-03-2016,53,1011,28,153,7
17-03-2016,45,1011,29,145,7
18-03-2016,43,1011,29,139,9
19-03-2016,36,1011,29,244,8
20-03-2016,31,1011,29,145,10
21-03-2016,31,1011,30,127,8
22-03-2016,41,1009,30,207,9
23-03-2016,47,1010,29,190,9
24-03-2016,41,1012,29,130,11
25-03-2016,37,1014,28,126,11
26-03-2016,35,1013,28,137,11
27-03-2016,34,1013,27,135,10
28-03-2016,43,1013,27,121,11
29-03-2016,51,1013,27,124,12
30-03-2016,48,1013,28,135,11
31-03-2016,43,1012,28,149,8
01-04-2016,41,1010,28,142,10
02-04-2016,35,1011,29,145,10
03-04-2016,40,1012,29,157,9
04-04-2016,34,1010,29,138,12
05-04-2016,32,1010,29,141,9
06-04-2016,41,1010,29,197,7
07-04-2016,42,1010,30,162,9
08-04-2016,49,1010,29,159,11
09-04-2016,51,1011,29,167,9
10-04-2016,50,1012,29,169,7
11-04-2016,45,1010,30,160,10
12-04-2016,41,1009,31,162,8
13-04-2016,44,1009,29,142,9
14-04-2016,47,1009,28,155,9
15-04-2016,48,1009,28,170,8
16-04-2016,47,1009,28,159,8
17-04-2016,45,1009,29,192,8
18-04-2016,45,1009,29,176,7
19-04-2016,47,1009,29,179,7
20-04-2016,49,1009,28,183,8
21-04-2016,44,1010,31,190,9
22-04-2016,42,1009,31,250,9
23-04-2016,35,1007,31,213,8
24-04-2016,34,1006,32,215,8
25-04-2016,35,1007,32,170,10
26-04-2016,40,1009,30,150,9
27-04-2016,40,1009,29,133,13
28-04-2016,38,1009,29,165,10
29-04-2016,37,1009,30,152,11
30-04-2016,36,1009,30,151,9
01-05-2016,34,1009,31,163,9
02-05-2016,40,1009,30,137,9
03-05-2016,40,1008,30,160,9
04-05-2016,42,1009,30,138,8
05-05-2016,49,1010,29,129,6
06-05-2016,55,1010,28,136,7
07-05-2016,54,1009,29,142,9
08-05-2016,57,1010,28,144,7
09-05-2016,49,1010,29,142,10
10-05-2016,51,1010,29,132,8
11-05-2016,55,1009,28,168,7
12-05-2016,59,1008,28,213,7
13-05-2016,51,1008,30,221,5
14-05-2016,56,1009,29,138,9
15-05-2016,50,1009,29,156,8
16-05-2016,61,1007,27,131,6
17-05-2016,60,1005,27,182,8
18-05-2016,71,1004,26,278,16
19-05-2016,61,1008,27,238,10
20-05-2016,62,1007,27,252,10
21-05-2016,63,1008,27,264,11
22-05-2016,59,1009,28,265,15
23-05-2016,60,1009,28,269,17
24-05-2016,60,1009,28,270,15
25-05-2016,63,1009,27,274,16
26-05-2016,60,1009,28,276,13
27-05-2016,73,1011,25,265,12
28-05-2016,83,1011,23,254,9
29-05-2016,65,1009,26,282,10
30-05-2016,74,1009,25,261,12
31-05-2016,65,1008,27,284,10
01-06-2016,67,1007,26,255,11
02-06-2016,72,1009,26,274,11
03-06-2016,69,1008,26,258,11
04-06-2016,75,1008,25,266,11
05-06-2016,78,1008,25,260,12
06-06-2016,74,1008,25,252,14
07-06-2016,75,1008,25,254,12
08-06-2016,80,1008,25,252,14
09-06-2016,77,1008,24,236,16
10-06-2016,74,1009,25,239,22
11-06-2016,74,1010,25,267,18
12-06-2016,72,1010,25,272,18
13-06-2016,72,1010,24,269,21
14-06-2016,72,1010,24,275,19
15-06-2016,66,1008,25,268,24
16-06-2016,71,1008,24,262,18
17-06-2016,71,1006,24,279,15
18-06-2016,77,1007,24,279,16
19-06-2016,75,1006,24,273,14
20-06-2016,79,1006,24,244,12
21-06-2016,79,1007,23,250,17
22-06-2016,78,1009,23,270,17
23-06-2016,80,1009,22,270,22
24-06-2016,77,1008,23,275,21
25-06-2016,80,1009,22,271,21
26-06-2016,74,1009,23,271,18
27-06-2016,82,1007,22,270,20
28-06-2016,81,1007,23,259,23
29-06-2016,87,1008,21,254,22
30-06-2016,78,1008,23,265,25
01-07-2016,74,1007,23,265,26
02-07-2016,72,1008,24,262,27
03-07-2016,71,1009,24,257,24
04-07-2016,77,1009,24,251,21
05-07-2016,76,1009,24,256,20
06-07-2016,79,1009,23,252,19
07-07-2016,76,1008,24,257,21
08-07-2016,71,1008,24,263,25
09-07-2016,70,1008,24,264,28
10-07-2016,65,1007,24,265,30
11-07-2016,65,1007,24,263,30
12-07-2016,69,1009,23,265,25
13-07-2016,67,1009,24,266,23
14-07-2016,68,1008,25,260,15
15-07-2016,73,1008,25,265,9
16-07-2016,74,1009,24,259,10
17-07-2016,78,1011,24,256,11
18-07-2016,75,1008,24,265,19
19-07-2016,75,1008,23,262,21
20-07-2016,74,1007,23,260,21
21-07-2016,74,1008,24,263,20
22-07-2016,73,1007,24,265,19
23-07-2016,74,1008,24,257,19
24-07-2016,73,1008,24,262,19
25-07-2016,73,1008,24,265,19
26-07-2016,72,1008,24,264,18
27-07-2016,73,1009,24,266,18
28-07-2016,80,1008,24,285,9
29-07-2016,91,1009,22,276,14
30-07-2016,91,1009,21,258,15
31-07-2016,81,1010,22,262,19
01-08-2016,79,1009,22,264,24
02-08-2016,74,1007,22,262,26
03-08-2016,75,1007,22,262,25
04-08-2016,76,1008,23,265,25
05-08-2016,74,1009,23,262,23
06-08-2016,73,1009,23,261,23
07-08-2016,74,1010,23,261,21
08-08-2016,73,1010,24,260,18
09-08-2016,73,1010,24,262,18
10-08-2016,72,1010,24,264,19
11-08-2016,71,1011,24,267,16
12-08-2016,75,1011,24,267,16
13-08-2016,77,1010,23,267,16
14-08-2016,77,1009,23,270,18
15-08-2016,76,1009,23,274,21
16-08-2016,76,1008,22,270,22
17-08-2016,73,1007,23,269,20
18-08-2016,74,1008,23,269,17
19-08-2016,75,1008,23,268,15
20-08-2016,69,1008,24,280,11
21-08-2016,69,1008,25,280,11
22-08-2016,72,1009,24,280,13
23-08-2016,74,1009,24,267,14
24-08-2016,75,1009,24,271,14
25-08-2016,75,1009,24,275,13
26-08-2016,75,1009,24,283,14
27-08-2016,78,1009,24,272,14
28-08-2016,77,1009,23,272,14
29-08-2016,80,1008,23,281,13
30-08-2016,84,1008,23,287,12
31-08-2016,80,1008,24,279,12
01-09-2016,86,1010,22,264,13
02-09-2016,82,1010,22,256,15
03-09-2016,81,1010,23,266,13
04-09-2016,78,1012,23,271,13
05-09-2016,78,1012,23,274,14
06-09-2016,79,1012,22,274,14
07-09-2016,75,1011,22,283,14
08-09-2016,70,1011,23,288,11
09-09-2016,70,1011,24,303,10
10-09-2016,74,1010,23,297,12
11-09-2016,83,1009,22,300,13
12-09-2016,81,1009,23,295,11
13-09-2016,81,1009,23,301,14
14-09-2016,82,1009,23,287,15
15-09-2016,82,1008,23,261,15
16-09-2016,81,1009,23,261,18
17-09-2016,78,1009,23,255,17
18-09-2016,77,1010,23,262,16
19-09-2016,78,1011,23,287,15
20-09-2016,80,1010,23,288,15
21-09-2016,84,1010,22,288,18
22-09-2016,84,1009,22,281,18
23-09-2016,84,1008,21,271,17
24-09-2016,80,1007,22,267,20
25-09-2016,84,1008,22,267,17
26-09-2016,84,1009,23,277,12
27-09-2016,84,1010,23,289,11
28-09-2016,85,1009,23,295,10
29-09-2016,86,1008,23,281,10
30-09-2016,81,1008,23,274,12
01-10-2016,79,1009,22,248,11
02-10-2016,75,1010,22,236,8
03-10-2016,74,1010,24,283,5
04-10-2016,76,1010,24,281,9
05-10-2016,73,1010,23,297,10
06-10-2016,75,1011,23,291,9
07-10-2016,75,1011,23,262,9
08-10-2016,77,1011,23,259,11
09-10-2016,83,1011,22,269,13
10-10-2016,83,1011,22,270,13
11-10-2016,83,1011,23,277,10
12-10-2016,84,1010,23,181,5
13-10-2016,81,1011,23,102,7
14-10-2016,70,1011,22,58,9
15-10-2016,64,1012,22,90,9
16-10-2016,64,1012,22,86,9
17-10-2016,65,1011,22,152,7
18-10-2016,61,1010,23,140,8
19-10-2016,63,1009,22,132,7
20-10-2016,65,1009,22,121,6
21-10-2016,64,1010,22,168,7
22-10-2016,59,1011,22,198,6
23-10-2016,56,1012,21,126,6
24-10-2016,63,1012,22,199,8
25-10-2016,61,1010,22,213,7
26-10-2016,60,1011,22,45,8
27-10-2016,61,1012,22,116,9
28-10-2016,57,1012,22,156,8
29-10-2016,64,1011,22,207,8
30-10-2016,78,1012,23,77,9
31-10-2016,80,1014,23,79,11
01-11-2016,80,1013,22,61,11
02-11-2016,78,1013,22,59,11
03-11-2016,75,1012,23,44,11
04-11-2016,70,1011,23,260,7
05-11-2016,62,1011,23,323,9
06-11-2016,58,1012,22,248,8
07-11-2016,60,1013,21,121,8
08-11-2016,61,1014,21,53,10
09-11-2016,59,1015,20,63,9
10-11-2016,56,1014,20,60,9
11-11-2016,63,1013,21,102,8
12-11-2016,66,1014,22,90,9
13-11-2016,78,1015,22,98,10
14-11-2016,81,1014,22,104,11
15-11-2016,75,1014,22,98,12
16-11-2016,76,1014,22,83,13
17-11-2016,80,1014,22,79,13
18-11-2016,72,1013,21,59,12
19-11-2016,66,1012,21,71,10
20-11-2016,66,1013,21,71,10
21-11-2016,61,1013,21,75,11
22-11-2016,52,1013,20,64,10
23-11-2016,54,1013,20,87,10
24-11-2016,55,1013,20,76,10
25-11-2016,53,1013,20,71,12
26-11-2016,57,1013,20,64,9
27-11-2016,51,1013,21,41,9
28-11-2016,42,1013,21,45,9
29-11-2016,46,1014,21,67,8
30-11-2016,54,1015,20,47,10
01-12-2016,65,1014,20,21,12
02-12-2016,86,1013,21,61,15
03-12-2016,85,1015,21,106,15
04-12-2016,78,1016,22,103,13
05-12-2016,76,1015,22,72,10
06-12-2016,70,1014,21,62,12
07-12-2016,71,1014,20,81,11
08-12-2016,71,1014,21,62,7
09-12-2016,48,1012,20,139,10
10-12-2016,38,1012,20,222,11
11-12-2016,43,1010,20,235,10
12-12-2016,61,1009,21,328,19
13-12-2016,96,1010,19,156,17
14-12-2016,87,1013,20,104,14
15-12-2016,78,1014,21,97,12
16-12-2016,84,1016,20,92,12
17-12-2016,76,1016,21,66,10
18-12-2016,71,1015,20,56,10
19-12-2016,65,1015,20,55,11
20-12-2016,75,1015,20,94,11
21-12-2016,71,1016,21,92,8
22-12-2016,52,1015,21,39,9
23-12-2016,43,1013,20,32,9
24-12-2016,46,1012,20,72,8
25-12-2016,56,1013,20,142,7
26-12-2016,52,1014,20,51,9
27-12-2016,51,1014,20,61,12
28-12-2016,64,1015,20,87,11
29-12-2016,61,1015,20,81,10
30-12-2016,65,1015,19,83,10
31-12-2016,62,1015,19,85,10
01-01-2017,66,1015,20,101,10
02-01-2017,65,1015,21,65,9
03-01-2017,53,1015,21,56,10
04-01-2017,54,1014,20,65,8
05-01-2017,59,1014,20,69,10
06-01-2017,55,1013,20,68,8
07-01-2017,59,1012,20,91,8
08-01-2017,62,1012,20,106,9
09-01-2017,55,1012,20,107,8
10-01-2017,54,1013,21,155,5
11-01-2017,59,1013,21,108,8
12-01-2017,63,1012,21,135,8
13-01-2017,72,1012,20,121,11
14-01-2017,66,1014,20,104,13
15-01-2017,62,1016,20,93,13
16-01-2017,57,1016,20,66,11
17-01-2017,52,1016,20,76,11
18-01-2017,57,1017,19,85,14
19-01-2017,69,1017,19,79,15
20-01-2017,68,1016,21,71,13
21-01-2017,68,1016,22,81,15
22-01-2017,54,1017,22,81,14
23-01-2017,51,1017,21,74,14
24-01-2017,55,1016,22,78,15
25-01-2017,55,1016,22,86,14
26-01-2017,76,1016,20,100,11
27-01-2017,78,1015,22,97,13
28-01-2017,73,1015,23,89,14
29-01-2017,69,1015,23,94,12
30-01-2017,56,1015,23,78,10
31-01-2017,54,1014,22,85,9
01-02-2017,47,1015,21,106,10
02-02-2017,49,1016,21,100,12
03-02-2017,49,1016,21,83,11
04-02-2017,54,1015,21,95,12
05-02-2017,48,1014,21,94,9
06-02-2017,46,1014,22,67,8
07-02-2017,36,1014,23,78,9
08-02-2017,39,1014,22,91,11
09-02-2017,37,1014,22,80,10
10-02-2017,38,1013,22,91,10
11-02-2017,45,1014,22,111,10
12-02-2017,55,1016,21,101,13
13-02-2017,62,1017,21,105,16
14-02-2017,69,1018,22,94,17
